source,target,total_engagement_watch_minutes
284482,34,4.07
283983,34,8.08
285413,34,0.05
282494,34,0.25
287158,34,55.03
286884,34,1.38
284832,34,1.9
287320,34,46.92
287363,34,15.93
285915,34,0.83
287799,34,45.07
282088,34,74.83
287565,34,24.63
287856,34,75.8
262406,34,170.03
270193,34,43.77
283239,34,0.08
282594,34,1.37
281753,34,178.05
275307,34,111.92
281294,34,6.71
288542,34,5.25
278283,34,67.12
272965,34,74.77
288716,34,45.78
288637,34,0.13
283186,34,23.87
289420,34,13.9
289519,34,22.87
289270,34,200.96
289820,34,108.2
285411,34,147.97
277395,34,3.5
282386,34,0.12
290659,34,1.28
289750,34,0.18
268825,34,15.28
288345,34,222.73
291171,34,0.62
259494,34,0.12
262080,34,0.05
290764,34,3.45
291548,34,1
271881,34,2.25
291528,34,13.42
290206,34,148.84
262580,34,3
291494,34,0.05
292076,34,0.07
284273,34,4.23
292123,34,0.05
291566,34,24.45
286826,34,242.54
292879,34,11.83
293190,34,1.8
269204,34,207.23
293565,34,0.07
293557,34,5.4
290496,34,66.5
263661,34,251.14
294534,34,73.2
294641,34,0.1
294646,34,3.88
294652,34,4.52
291836,34,0.17
294864,34,74.65
294006,34,13.25
294929,34,3.43
262459,34,113.19
292102,34,2.45
294872,34,0.32
261905,34,71.03
295088,34,0.07
295417,34,0.05
295527,34,0.17
295567,34,0.05
295687,34,0.25
295979,34,0.18
296002,34,104.33
286563,34,4.97
296045,34,0.08
296280,34,0.08
296298,34,3.18
278851,34,90.72
296535,34,69.63
296541,34,42.6
261674,34,4.18
296672,34,10.22
296645,34,6.5
296740,34,0.75
296774,34,0.13
296805,34,0.28
296850,34,1.27
294227,34,52.28
296992,34,0.1
258861,35,5.05
258881,35,1.85
259079,35,0.23
259127,35,2.07
259165,35,0.22
259246,35,26.5
259244,35,34.25
259229,35,1.32
259269,35,24.11
259068,35,40.85
259496,35,1.52
259513,35,1.12
259524,35,148.16
259577,35,0.98
259726,35,2.1
259034,35,34.1
259766,35,33.48
259850,35,0.52
259451,35,0.2
259913,35,0.23
259960,35,0.88
260089,35,0.67
260131,35,1.67
260135,35,1.28
260153,35,31.65
259482,35,93.63
260205,35,18.65
260360,35,0.18
260468,35,5.93
260563,35,4
260591,35,0.18
260646,35,154.79
260706,35,35.81
259174,35,412.34
260762,35,0.7
258845,35,124.12
260913,35,61.27
260959,35,1.12
258924,35,28.57
259938,35,131.55
261003,35,134.05
260619,35,49.24
258818,35,95.05
261045,35,0.67
261067,35,0.15
261115,35,3.38
259519,35,9.6
261136,35,7.8
260216,35,12.17
261159,35,0.15
261031,35,5.67
261191,35,2.27
261215,35,19.35
261248,35,10.35
261287,35,0.43
259494,35,126.93
260111,35,98.85
260845,35,12.85
260663,35,1.33
261511,35,0.1
261607,35,5.13
261644,35,10.48
261121,35,0.83
260373,35,0.62
261293,35,0.33
261848,35,9.1
261925,35,3.38
261550,35,166.44
260177,35,88.91
261777,35,93.24
262237,35,39.4
262313,35,0.13
262357,35,13.18
262397,35,0.85
262152,35,5.23
262443,35,6.77
261688,35,0.6
262462,35,1.3
262497,35,5.12
261995,35,64.62
262587,35,0.23
262598,35,32.13
262467,35,0.2
262406,35,242.22
262671,35,0.1
262677,35,1.03
262596,35,160.5
262414,35,24.81
262875,35,9.08
262886,35,9.38
262916,35,0.23
262919,35,31.35
261681,35,0.27
260909,35,4.83
263152,35,6.7
261085,35,53.02
263257,35,3.27
263264,35,8.98
263289,35,33.42
262791,35,34.06
263281,35,0.12
262907,35,18.4
263008,35,0.22
263412,35,5.63
263541,35,0.15
263484,35,20.98
263574,35,0.12
261510,35,57.56
263654,35,3.03
263665,35,3.12
263521,35,18.84
263711,35,0.22
263087,35,0.28
263787,35,12.8
261679,35,2.38
263496,35,119.05
263888,35,138.65
262459,35,157.69
263906,35,0.47
263480,35,106.51
263968,35,1.65
263958,35,28.53
263983,35,0.43
260998,35,32.43
264023,35,33.66
264072,35,0.68
264081,35,159.42
259684,35,55.3
264116,35,11.15
264130,35,38.35
264137,35,2.53
262270,35,10.32
264170,35,6.55
263049,35,0.33
260345,35,83.58
261171,35,132.77
264287,35,0.53
264423,35,0.45
264608,35,0.1
264628,35,0.44
262705,35,13.22
263768,35,16.07
264605,35,0.15
264932,35,1.25
264942,35,0.37
264425,35,112.84
263786,35,0.1
263564,35,157.87
258913,35,5.99
265110,35,137.28
259657,35,3.25
265128,35,8.59
263889,35,6.77
265093,35,0.57
264694,35,137.48
265213,35,0.3
263998,35,0.7
265224,35,0.28
265133,35,1.7
265230,35,1.57
265204,35,5.05
265323,35,13.57
261682,35,30.56
264306,35,26.89
265259,35,5.15
265589,35,0.18
262988,35,136.57
265611,35,33.8
260181,35,28.05
265488,35,33.4
265328,35,136.2
265657,35,17.2
264076,35,133.1
260944,35,5.37
265840,35,2.53
265758,35,9.82
264514,35,2.93
265903,35,0.08
265921,35,0.33
265982,35,15.98
259262,35,55.22
264522,35,0.32
265867,35,30.7
266180,35,6.52
266200,35,2.62
264732,35,0.1
266337,35,0.05
266471,35,0.2
266530,35,7.58
266584,35,3.35
264361,35,166.52
266622,35,18.82
265095,35,29.47
266190,35,0.8
266308,35,0.2
266771,35,2.8
260024,35,172.44
266815,35,9.85
266875,35,5.48
266964,35,33.48
267002,35,5.27
261802,35,10.38
262870,35,0.98
267060,35,0.78
259402,35,1.59
267154,35,15.04
263859,35,143.25
261631,35,29.63
260173,35,231.16
267280,35,0.58
267284,35,6.67
267265,35,0.85
266502,35,11.77
266512,35,136.64
267433,35,32.85
267437,35,32.73
267439,35,5.12
267307,35,18.67
260664,35,44.1
267508,35,36.32
266529,35,178.82
266820,35,5.48
267552,35,32.32
261817,35,174.26
267368,35,11.62
265253,35,6.13
267621,35,0.13
267630,35,0.68
267667,35,17.3
266318,35,0.33
267064,35,148.16
264761,35,133.2
267765,35,0.37
263639,35,166.2
267869,35,6.18
267871,35,0.27
267671,35,4.95
268183,35,0.45
267847,35,32.03
268184,35,5.93
268075,35,8.98
262412,35,131.15
268357,35,141.97
268384,35,0.1
268450,35,0.87
260042,35,141.68
268497,35,37.58
266902,35,9.43
268501,35,0.43
268348,35,3.6
268556,35,333.85
268557,35,5.85
265572,35,45.68
268566,35,0.97
260649,35,0.3
268637,35,0.1
268644,35,27.17
268658,35,5.07
268681,35,38.67
268811,35,0.27
268832,35,3.52
268880,35,9
268485,35,93.85
267026,35,161.04
268924,35,0.42
268391,35,0.22
268390,35,307.88
268825,35,163.27
267699,35,0.9
260954,35,15.73
266084,35,5.15
269260,35,37.55
268553,35,44.84
269396,35,46.35
266945,35,1.27
269454,35,1.5
269465,35,3.51
269517,35,0.15
269463,35,30.08
269626,35,0.57
269701,35,4.62
269485,35,138.87
268465,35,69.3
269803,35,0.83
266548,35,169.73
268641,35,5.08
269843,35,135.2
269879,35,0.2
269899,35,0.25
258984,35,81.19
269956,35,3.48
269988,35,5.74
268701,35,2.88
270062,35,1.58
270065,35,6.62
266112,35,131.67
266126,35,6.88
261810,35,0.33
260608,35,153.85
268352,35,5.13
270182,35,34.2
263650,35,37.92
270278,35,34.05
270301,35,1.05
270349,35,0.48
267778,35,6.02
270425,35,19.02
270407,35,35.91
267286,35,137.16
270365,35,1.48
270484,35,16.5
270571,35,0.32
270624,35,0.35
267498,35,11.45
261778,35,2.07
267812,35,189.3
269975,35,115.95
270776,35,0.22
270801,35,29
270806,35,0.43
259123,35,24.35
268263,35,130.1
263293,35,126.84
270949,35,12.48
270442,35,12.1
270135,35,68.83
270983,35,32.25
269769,35,1
271026,35,12.95
267329,35,1.53
271072,35,5.03
269772,35,0.35
271242,35,1.73
271265,35,9.87
269188,35,1.17
268796,35,53.83
259011,35,149.1
268835,35,2.28
267684,35,0.45
271387,35,18.02
270263,35,22.8
271348,35,130.01
266685,35,26.25
259860,35,130.45
271465,35,0.35
261589,35,4.87
271670,35,94.51
271874,35,1.02
271879,35,0.17
265310,35,9.38
271962,35,4.32
271971,35,14.45
269215,35,0.2
263076,35,148.25
272134,35,0.37
272212,35,0.28
272245,35,30.27
272251,35,0.32
272262,35,0.95
272301,35,0.23
259767,35,204.35
261801,35,147.8
268682,35,0.08
272404,35,10.53
271828,35,0.17
272258,35,32.4
270944,35,0.87
272425,35,51.79
272463,35,103.75
272476,35,33.93
272593,35,0.4
269812,35,1.73
272596,35,0.5
272671,35,0.63
267611,35,7.15
272727,35,27.08
269010,35,136.83
272812,35,6.1
272157,35,83.6
272839,35,0.23
265967,35,128.65
272886,35,0.12
272893,35,32.82
272906,35,141.91
272891,35,0.82
270710,35,0.85
273186,35,0.52
270098,35,129.83
273069,35,0.43
273126,35,159.87
272124,35,4.83
273278,35,5.05
273296,35,13.9
265928,35,73.56
272887,35,143.81
273424,35,14.27
269646,35,94.71
273502,35,1.4
273060,35,5.63
273512,35,0.77
273536,35,0.25
273544,35,12.32
273574,35,11.02
273371,35,50
264295,35,134.72
269068,35,61.75
272991,35,172.8
273566,35,19.5
273735,35,1.25
263648,35,5.37
273783,35,2.42
273891,35,1.87
273964,35,1.07
272472,35,133.45
274050,35,161.18
273464,35,22.41
274081,35,25.55
274124,35,41.02
274147,35,4.85
266725,35,50.51
274197,35,8
274227,35,4.87
273195,35,29.27
266766,35,61.81
274309,35,1.28
274286,35,4.28
274458,35,29.85
274487,35,5.08
273034,35,19.25
274503,35,0.23
270265,35,5.1
274521,35,89.78
262112,35,136.71
274544,35,76.12
274588,35,0.2
265848,35,61.66
273991,35,9.22
274382,35,129.42
271352,35,75.86
274798,35,116.63
274835,35,0.53
274856,35,1.47
274864,35,5.77
274269,35,55.33
274929,35,0.15
274096,35,15
274189,35,104
274545,35,40.43
275078,35,1.68
273397,35,0.1
269741,35,349.61
260952,35,101.89
275211,35,12.62
272909,35,73.04
275233,35,17.7
275260,35,2.83
275045,35,299.98
272325,35,2.37
275374,35,13.1
259870,35,126.81
275443,35,36.46
270036,35,25.43
275272,35,0.73
275561,35,8.72
272717,35,146.27
275595,35,1.53
275725,35,0.08
268011,35,143.51
275951,35,0.41
276104,35,6.57
276206,35,46.97
276275,35,32.9
271054,35,9.75
276340,35,4.33
276414,35,7.1
273702,35,10.55
272842,35,135.47
276569,35,0.18
276612,35,0.17
268678,35,40.85
276619,35,6.5
276355,35,30.08
275882,35,8.45
275711,35,0.6
275038,35,82.49
269565,35,18.75
276785,35,6.47
276800,35,2.8
275513,35,10.95
276904,35,0.47
276906,35,4.3
276671,35,5.94
271154,35,154.01
270367,35,74.61
276990,35,125.62
277096,35,0.18
277201,35,0.2
266001,35,701.07
277197,35,15.11
277225,35,0.05
274209,35,272.91
277288,35,5.88
276692,35,21.7
267025,35,0.13
277345,35,0.27
277354,35,0.6
275889,35,0.4
277037,35,12.98
264476,35,145.18
271519,35,202.94
275412,35,32.45
277914,35,0.3
277066,35,127.84
274039,35,124.8
274880,35,132.15
278254,35,0.52
278320,35,5.43
277557,35,206.49
278444,35,10
278475,35,0.05
271035,35,5.94
278586,35,5.27
273423,35,12.57
278771,35,2.33
278613,35,1.97
278280,35,2.85
268516,35,195.5
278088,35,4.85
278891,35,10.35
263759,35,118.62
278843,35,28.04
277499,35,141.45
278926,35,30
271203,35,39.25
278955,35,5.57
278968,35,34.32
261819,35,37.43
278975,35,0.1
278898,35,13.8
275624,35,0.13
278940,35,114.99
279165,35,2.68
272436,35,30.32
261337,35,133.38
275594,35,0.88
279338,35,0.23
279341,35,0.1
261393,35,127.47
261756,35,76.53
271856,35,0.47
279512,35,32.63
279535,35,7.73
279685,35,0.05
279353,35,18.18
279708,35,4.83
277827,35,29.22
268420,35,66.22
277866,35,158.76
272213,35,60.03
278455,35,5.75
262643,35,151.37
279836,35,1.63
275442,35,93.66
279885,35,12.9
279409,35,134.37
279958,35,13.4
270076,35,0.2
275033,35,123.17
280004,35,1.28
280034,35,34.95
280072,35,35.78
279881,35,43.6
280053,35,88.93
269874,35,113.76
279485,35,5.03
280185,35,5.77
280197,35,5.52
267936,35,211.41
277791,35,89.87
269204,35,121.04
280426,35,0.42
277508,35,146.9
278417,35,32.15
280587,35,33.06
266788,35,0.62
273303,35,0.4
280709,35,93.25
280134,35,135.42
280788,35,32.3
274070,35,142.52
274130,35,6.42
276350,35,1.18
276562,35,0.05
269054,35,123.41
260132,35,6.1
270988,35,8.07
280954,35,35.97
276135,35,138.33
280751,35,28.13
281129,35,0.35
281196,35,252.3
261417,35,97.09
281293,35,20.97
280827,35,19.4
280193,35,342.42
281426,35,2.8
281429,35,7.12
268768,35,4.78
281497,35,7.48
277158,35,2
281645,35,0.4
276510,35,37.05
277398,35,5.2
278283,35,238.69
281604,35,2.95
281733,35,13.35
270369,35,0.45
277084,35,239.85
281878,35,4.27
280379,35,47.64
282005,35,0.3
280121,35,195.16
280772,35,123.86
282065,35,38.3
282079,35,0.38
268643,35,4.85
280207,35,4.37
281989,35,21.5
281796,35,152.89
261828,35,154.95
282267,35,0.53
282274,35,31.62
264146,35,20.97
267114,35,0.1
266814,35,33.95
282323,35,0.18
261239,35,0.57
268410,35,417.8
282427,35,12.6
282459,35,0.28
282467,35,25.72
281671,35,58.1
279537,35,2.87
282457,35,0.07
282111,35,1.03
269959,35,16.68
282578,35,30.38
270075,35,27.15
273841,35,128.41
282523,35,0.58
262641,35,128.2
282553,35,75.11
282741,35,53.93
282763,35,17.12
280689,35,0.1
272089,35,142.8
281753,35,154.96
272144,35,89.28
277242,35,140.28
282884,35,17.52
275449,35,59.82
282923,35,9.53
276788,35,143.81
282278,35,38.6
272029,35,126.12
283117,35,0.25
273992,35,10.57
268090,35,83.59
283398,35,0.1
280567,35,1.83
283452,35,1.5
282915,35,74.14
265130,35,108.78
283434,35,2.72
283509,35,0.33
282643,35,7.72
283550,35,86.94
269518,35,98.61
279738,35,128.83
283414,35,2.43
283513,35,9.58
278753,35,85.69
274996,35,130.78
283005,35,55.4
276439,35,124.77
283887,35,5.6
282291,35,136.47
282720,35,35.67
283612,35,119.09
282032,35,4.85
271140,35,65.34
277012,35,77.08
283598,35,70.62
281961,35,5.73
280712,35,4.83
284194,35,32.47
283730,35,79.73
274334,35,0.42
284241,35,141.55
263029,35,0.72
284385,35,2.58
284405,35,28.77
270474,35,19.27
284212,35,1.88
274552,35,124.37
273665,35,0.53
269070,35,95.32
283895,35,0.28
268287,35,6.28
284662,35,91.47
280613,35,123.43
283627,35,5.77
284733,35,4.83
284632,35,21.6
284841,35,0.08
284856,35,21.92
263970,35,0.3
284561,35,0.2
284113,35,87.03
283239,35,0.05
285118,35,0.75
274460,35,9.35
284907,35,31.43
282370,35,15.05
285237,35,3.63
283623,35,32.93
285436,35,0.1
285476,35,37.48
284803,35,1.08
279874,35,3.53
273023,35,12.37
285538,35,6.5
279061,35,18.2
285569,35,0.98
285515,35,45.57
278684,35,87.82
259704,35,109.13
285721,35,21.43
285575,35,0.08
285773,35,0.2
285846,35,0.58
270853,35,26.09
282159,35,35.16
285896,35,19.05
285583,35,0.42
285529,35,127.07
285825,35,1.67
286013,35,1.1
285931,35,9.53
276296,35,17.08
286062,35,137.77
286050,35,0.43
285625,35,0.08
286151,35,0.53
268152,35,8.47
281832,35,0.42
284001,35,66.4
283886,35,123.05
286374,35,30.83
277886,35,0.15
285426,35,0.7
285473,35,29.35
286003,35,116.51
286496,35,1.27
286538,35,74.91
278304,35,0.72
284572,35,24.67
286553,35,23.32
285731,35,0.05
286239,35,76.68
286665,35,4.45
277534,35,27.43
286724,35,1.88
285629,35,0.05
286395,35,12.89
285532,35,3.67
286545,35,0.23
277418,35,148.25
282849,35,123.35
286653,35,0.4
286807,35,25.67
285375,35,1.73
286608,35,117.22
286822,35,26.38
286475,35,0.21
286828,35,0.15
275452,35,9.98
286858,35,27.75
286878,35,1.33
275307,35,35.21
286327,35,9.72
285601,35,0.33
286885,35,43.27
286440,35,124.58
286566,35,2.03
269041,35,1.57
286755,35,0.07
286687,35,6.07
285642,35,0.07
284790,35,30.37
284916,35,12.17
280685,35,0.17
280611,35,0.15
286271,35,4.9
285942,35,0.4
266619,35,132.53
286291,35,19.33
285462,35,0.23
285413,35,0.12
286642,35,3.9
280372,35,134.84
285815,35,14.2
287074,35,0.48
275741,35,35.78
285670,35,18.13
282341,35,0.25
285411,35,133.97
287180,35,2.83
287210,35,0.3
264404,35,0.28
287157,35,21.6
270573,35,6.5
282668,35,163.6
287113,35,28.08
287470,35,8.92
286487,35,30.8
287504,35,50.02
286824,35,0.48
287521,35,0.15
277856,35,0.48
287584,35,4.85
260813,35,170.67
280547,35,5.55
275944,35,4.78
285007,35,12.42
265714,35,4.52
284633,35,25.11
287781,35,29.18
287676,35,4.23
286717,35,172.75
287565,35,7.57
265337,35,82.79
288065,35,32.87
284400,35,4.7
288147,35,0.23
288156,35,0.13
274825,35,287.66
288196,35,7.78
288279,35,0.18
282594,35,0.08
288498,35,44.96
288674,35,1.05
262569,35,166.98
288702,35,82.71
284531,35,0.17
288755,35,3.02
288940,35,0.98
288505,35,126.17
279812,35,1.1
289047,35,470.1
289091,35,2.62
287745,35,14.12
289194,35,32.19
288865,35,0.12
275468,35,1.28
289094,35,29.92
288637,35,6.03
259533,35,91.8
289373,35,0.72
289270,35,103.76
285899,35,0.08
288490,35,4.85
289448,35,5.13
285284,35,4.53
260980,35,85.52
285397,35,67.15
275389,35,62.17
282273,35,130.73
275518,35,74.34
277609,35,92.35
266187,35,172.47
289895,35,0.17
288109,35,25.15
289824,35,2.73
289917,35,36.42
290022,35,7.52
285406,35,110.67
277353,35,145.07
289999,35,40.94
275548,35,5.03
290005,35,9.47
289011,35,0.37
290218,35,0.33
280218,35,0.97
290281,35,40.78
290297,35,0.3
290529,35,1.07
290659,35,1.47
290725,35,0.17
289723,35,35.25
284266,35,63.56
282669,35,3.48
278983,35,10.54
291044,35,0.27
291054,35,6.73
291125,35,0.17
278764,35,336.49
261674,35,151.22
290445,35,0.37
277562,35,174.97
291289,35,7.37
291287,35,0.25
265183,35,23.73
291362,35,0.18
291363,35,1.17
291364,35,1.27
291395,35,7.97
291516,35,2.88
291532,35,13.82
291572,35,28.33
287330,35,6.63
269020,35,42.6
279482,35,154.25
288071,35,10.53
291914,35,1
282430,35,105.47
288315,35,140.79
291575,35,0.98
274564,35,165.67
275276,35,127.78
292033,35,193.04
292101,35,5.77
291234,35,0.1
291566,35,5.17
289432,35,4.26
290226,35,50.14
292400,35,0.23
291823,35,0.45
265827,35,0.53
292536,35,30.97
292423,35,0.8
291783,35,6.58
289796,35,108.07
291576,35,75.72
291626,35,125.63
269847,35,0.89
292727,35,0.05
292672,35,3.13
292713,35,0.05
292760,35,4.83
290270,35,0.05
263825,35,127.53
292827,35,4.77
272359,35,0.08
290206,35,29.45
292850,35,29.35
291561,35,8.02
282595,35,4.83
292874,35,0.15
293001,35,0.05
269526,35,0.32
284858,35,157.25
293023,35,0.1
289263,35,6.73
268473,35,115.93
292493,35,5.13
293107,35,32.7
293182,35,0.07
282960,35,51.61
293198,35,0.05
293204,35,0.22
288782,35,117.31
292907,35,0.73
282687,35,17.72
293241,35,0.07
293282,35,28.43
293335,35,29.33
292151,35,138.33
293436,35,1.5
293425,35,31.72
293437,35,11.47
291840,35,5.72
293579,35,0.05
270616,35,133.25
293597,35,0.08
293274,35,199.92
280159,35,12.4
293739,35,0.57
278875,35,26.45
268926,35,140.15
293824,35,4.83
278972,35,351.34
286799,35,29.75
287490,35,172.82
293980,35,0.12
293997,35,39.47
283824,35,32.98
292720,35,97.6
291264,35,320.42
284954,35,3.47
288162,35,18.4
280644,35,125.33
294206,35,0.25
293504,35,1.08
282529,35,134.27
292969,35,4.88
294373,35,27.85
267627,35,0.45
292815,35,152.18
294455,35,0.08
294473,35,0.05
292967,35,0.05
291706,35,125.52
294322,35,0.08
294429,35,5.57
285591,35,0.12
294579,35,0.05
294591,35,0.13
294590,35,14.28
279229,35,90.34
273329,35,1
281522,35,94.14
293109,35,0.23
294622,35,0.9
291425,35,38.95
294907,35,267.34
294804,35,0.07
289551,35,1.75
294960,35,0.25
285352,35,130.51
282954,35,0.1
294227,35,36.02
290746,35,102.53
295111,35,1.73
293239,35,1.08
295060,35,23.47
291710,35,34.33
295177,35,36.07
295308,35,4.87
293639,35,34.32
293345,35,136.97
261680,35,126.98
294605,35,0.13
258916,35,48.63
294807,35,23.02
285105,35,0.42
267496,35,30.58
295384,35,47.25
295524,35,0.23
295528,35,0.2
295546,35,0.58
269110,35,102.88
295650,35,1.58
295647,35,0.37
295684,35,0.53
295702,35,16.9
295114,35,30.4
292611,35,99.84
295881,35,0.77
290458,35,9.02
295949,35,0.52
279909,35,20.07
294185,35,127.67
295256,35,137.03
295973,35,5.18
279562,35,42.3
287573,35,28.1
292572,35,174.66
295854,35,31.03
295127,35,4.85
280770,35,30.98
296285,35,1.05
296280,35,0.2
279735,35,59.8
292496,35,127.63
286826,35,126.53
296458,35,0.08
296451,35,1.37
278789,35,122.29
296534,35,0.08
296598,35,16.43
285011,35,34.05
296252,35,0.07
277704,35,4.9
269512,35,1.27
296667,35,0.35
296692,35,0.13
291366,35,0.12
290989,35,4.9
296461,35,10.57
282532,35,11.08
292819,35,23.13
279062,35,0.05
270179,35,4.72
296872,35,5.4
296900,35,0.43
272510,35,20.32
296905,35,55.52
296148,35,0.92
259180,36,7.79
259300,36,150.21
259762,36,0.6
259887,36,3.8
260084,36,1.77
260215,36,3.28
260306,36,0.68
260921,36,1.5
261007,36,0.08
260885,36,37.65
261251,36,0.23
261384,36,7.77
261554,36,10.17
261685,36,0.68
262032,36,4.33
258892,36,0.6
261121,36,0.33
261935,36,87.72
261681,36,0.35
262986,36,53.54
263065,36,37.45
260702,36,0.35
263317,36,0.17
263485,36,3.87
262377,36,308.87
264201,36,14.77
264231,36,3.75
265031,36,5.83
263786,36,327.01
265280,36,4.65
265545,36,3.9
265915,36,2.12
266009,36,14.51
260024,36,35.58
265534,36,75.87
267821,36,0.88
268262,36,1.84
262284,36,3.88
268619,36,22.77
268753,36,7.72
268681,36,43.6
269117,36,0.48
267854,36,0.47
269906,36,89.17
270313,36,139.22
265003,36,42.75
270713,36,0.4
270957,36,0.3
271148,36,162.02
266112,36,3.88
272266,36,7.71
272518,36,0.48
272689,36,0.23
272656,36,10.57
273168,36,2.02
260345,36,287.11
273441,36,0.25
273962,36,6.17
274116,36,0.6
274265,36,25.27
274714,36,0.05
274926,36,1.08
274989,36,0.08
261735,36,1.2
275254,36,3.75
274906,36,5.6
275390,36,23.74
265928,36,147.46
276410,36,1.95
277225,36,0.07
277342,36,0.3
274130,36,153.97
277413,36,13.05
277488,36,4.98
277507,36,0.13
275725,36,14.2
278136,36,11.13
278687,36,21.41
274382,36,45.47
278613,36,114.15
278846,36,0.08
273126,36,42.03
269934,36,121.75
267026,36,29.35
278459,36,15.86
274723,36,293.78
280151,36,69.7
274880,36,29.15
261810,36,0.18
280504,36,7.53
280709,36,2.4
281009,36,11.81
281042,36,57.15
280148,36,2.47
281084,36,0.28
277689,36,39.63
281932,36,32.18
272596,36,0.17
269984,36,216.39
282561,36,0.25
282638,36,7.43
283239,36,3.45
276562,36,5.8
263029,36,0.38
261336,36,3.7
285130,36,1.03
285288,36,0.05
277353,36,0.23
285488,36,12.05
285489,36,30.7
285512,36,12.48
285565,36,0.17
282382,36,8.17
285622,36,17.75
286207,36,1.35
286228,36,0.18
280948,36,24.68
286369,36,8.82
271273,36,0.07
277886,36,0.35
285473,36,6.3
286383,36,14.75
286559,36,0.15
282915,36,89.8
286440,36,317.4
285731,36,0.07
286712,36,0.8
285413,36,35.7
286744,36,0.3
285914,36,0.28
286653,36,9.6
285583,36,5.73
281586,36,0.5
285092,36,8.12
286475,36,0.15
286929,36,8.86
286642,36,16.1
280685,36,0.17
276824,36,2.05
282680,36,5.75
273132,36,33.9
277418,36,0.37
287930,36,4.98
281753,36,41.97
287975,36,2.96
264699,36,47.33
282594,36,1.4
283807,36,2.37
288140,36,10.35
258916,36,83.98
269518,36,185.93
289535,36,1.5
280207,36,5.23
275741,36,0.95
290746,36,1.07
271664,36,1
290975,36,0.22
260126,36,125.41
291728,36,7.43
281671,36,131.84
287565,36,28.32
292100,36,0.55
261756,36,61.77
292786,36,4.67
275449,36,250.55
291412,36,0.05
260646,36,2.57
261567,36,0.23
293591,36,0.47
292641,36,93.58
294411,36,4.07
266001,36,34.11
294825,36,0.83
282954,36,0.27
294006,36,3.88
295088,36,74.31
291584,36,8.35
295310,36,0.38
295527,36,0.15
289270,36,8.65
295932,36,1
277679,36,0.22
296064,36,1.63
296280,36,0.08
276238,36,0.13
258811,37,36.33
259024,37,23.86
259155,37,161.27
259180,37,1.48
259015,37,59.58
259283,37,106.2
258987,37,0.3
259427,37,111.81
259670,37,1.32
259688,37,0.4
259760,37,0.62
259211,37,1.48
259730,37,47.07
259868,37,0.13
259894,37,1.4
260031,37,34.49
260033,37,1.21
260014,37,13.27
260091,37,0.68
259258,37,355.56
260117,37,24.75
260178,37,2.4
260244,37,0.17
260296,37,1.12
260311,37,0.42
260519,37,189.71
260537,37,0.23
260549,37,518.93
260585,37,12.95
260598,37,1.47
260678,37,0.63
260680,37,0.18
260669,37,1.05
259105,37,94.47
260756,37,3.52
260767,37,0.17
260181,37,27.11
260887,37,3.27
260935,37,2.62
259305,37,72.13
260954,37,266.33
260909,37,1.13
261035,37,1.45
261045,37,0.85
261100,37,1.53
261120,37,0.28
261130,37,3.3
261136,37,0.45
261178,37,7.02
259474,37,9.43
261210,37,0.68
259999,37,8.93
260932,37,58.75
261183,37,51.09
261331,37,11.6
261281,37,17.97
260126,37,0.05
260885,37,10.37
261477,37,2.88
260834,37,18.38
261499,37,6.38
261544,37,0.28
261574,37,1.43
261554,37,3.79
261615,37,0.71
261518,37,1.47
261672,37,2.52
261693,37,163.25
261706,37,3.83
261787,37,2.07
261876,37,1.22
261882,37,3.25
262041,37,0.52
262053,37,3.35
262058,37,0.77
261933,37,0.68
262093,37,9.73
258892,37,0.53
259101,37,0.07
261201,37,0.15
261364,37,109.45
262293,37,3.8
260868,37,36.88
262360,37,0.43
262383,37,15.7
262539,37,7.28
262549,37,0.12
262608,37,2.12
262611,37,0.25
262664,37,0.12
262677,37,124.62
261336,37,28.11
259930,37,1.58
262087,37,0.05
262793,37,3.03
262794,37,0.4
261995,37,20.32
262941,37,1.47
263021,37,0.63
263024,37,38.54
262328,37,2.85
263065,37,164.28
263232,37,1.78
259524,37,139.36
260130,37,0.92
263354,37,0.07
260831,37,0.05
263408,37,5
263380,37,0.32
262705,37,1.17
263549,37,75.57
263756,37,2.2
263768,37,3.09
263785,37,1.47
263370,37,0.17
260486,37,176.4
263832,37,1.43
263690,37,301.84
263985,37,0.68
264016,37,2.25
264128,37,0.05
264140,37,11.02
261521,37,2.15
259953,37,1.52
264222,37,119.74
264258,37,21.8
264141,37,26.43
264311,37,1.38
262826,37,60.9
264334,37,2.48
264355,37,0.07
264363,37,0.35
264387,37,0.88
264158,37,5.32
264538,37,131.43
264433,37,0.07
264631,37,13.88
264695,37,23.87
263087,37,40.13
264743,37,0.77
264871,37,0.27
264912,37,0.08
264985,37,18.25
265021,37,1.13
258800,37,89.75
262754,37,95.15
265096,37,0.87
265132,37,0.23
265038,37,65.58
264434,37,0.35
265196,37,0.05
265202,37,0.28
265278,37,0.08
261469,37,6.22
264425,37,7.2
265306,37,0.07
265182,37,34.06
265441,37,2.23
261263,37,149.6
265259,37,0.27
265576,37,0.13
265611,37,0.9
265661,37,7.8
265668,37,0.18
264926,37,0.1
260593,37,349.01
265737,37,1.8
262784,37,28.5
265826,37,0.23
265720,37,0.05
265860,37,1.48
264694,37,310.22
261802,37,302.16
259657,37,494.29
266036,37,152.3
262988,37,350.51
264280,37,0.22
263845,37,1.37
